query,intent
체크 아웃이 언제니,2
앞으로 일주일 동안 중에 가장 따뜻한 날씨는 언제야,2
이번학기 성적마감일이 언제니,2
내일 폭풍이 언제 끝나,2
마지막으로 영화 단어 들어간 일정이 언제였니,2
올해 첫눈은 언제 내리는지 알려줘,2
다음달 스케줄 없는 날 언제인지 확인해,2
첫눈이 언제 내리니,2
내일 비는 언제까지 내리니,2
기말고사가 언제부터야,2
미용실 예약이 언제로 되어있니,2
폭염 다 지나는 날이 언제 인지 알려줄 수 있니,2
다음달 가족모임이 언제인지 알려줘,2
오늘 날이 언제쯤 갤까,2
북한산에 언제 단풍드는지 알려줘,2
비가 언제까지 오는 지 알려줘,2
다음주에 온도가 십도 이상인 요일이 언제야,2
요금 빠져나가는 날이 언제니,2
다음달 여행이 언제였는지 알려줘,2
종로에서 술마시기로 한 날이 언제니,2
이번주 영화약속 언제인지 알려줘,2
장마 언제 끝나는지 알려줘,2
지호 훈련 가는 날짜가 언제야,2
친구랑 만나기로 한 날짜가 언제더라,2
언제쯤 비가 올지 알려줘,2
인터넷 설치기사가 언제 오기로 했는지 일정에서 확인부탁할게,2
부재중 전화가 언제 왔니,2
지난 주에 언제 회의를 했었는지 알려줘,2
매달 카드요금 내는 날이 며칠이었지,2
영임이가 오기로 한 날은 언제지,2
지난달에 미용실에 간 날은 언제지,2
병원 예약이 언제였는지 알려줘,2
다음주중에 언제 비가 안오는지 알려줘,2
내일 일몰 시간이 언제야,2
아버지 생신 언제인지 알려줘,2
오늘 비가 언제 오는지 알려줘,2
다음달 한국 입국 일정 언제야,2
언제쯤 눈이 그칠까,2
폭염은 언제 끝나니,2
오늘 일몰 시간이 언제니,2
대통령의 취임한 날짜는 언제야,2
내일 눈은 언제까지 내리니,2
이번주 열대야가 언제인지 알려줘,2
둘째 담임 선생님 방문일이 언제야,2
리포트 제출 언제까지 알려줘,2
언제 뵐까요 여섯시 어때요,2
다음달 회의 언제니,2
오늘 눈이 언제까지 내리는지 아니,2
비는 언제쯤 그치는지 찾아줘,2
다음 장마기간 알려줘,2
다음달 친선경기 일정이 언제로 잡혀있니,2
막내가 집에 돌아오는 시간은 언제야,2
쓰레기 재활용일이 언제인가,2
광진구 비 언제 오는지 확인해주겠니,2
가장 더운 시간이 언제인지 알려줘,2
장마가 언제까지인지 알려줄 수 있니,2
이번주에 삼십도가 넘어가는 날이 언제인지 아니,2
바람 언제 그쳐,2
팔월 스케줄 비어있는 날이 언제야,2
이번주 택배 도착 예정일 언제니,2
이번 주 비오는 날 언제니,2
우리 어머니 생신이 언제인지 알려줘,2
다다음달 개강총회 일정 언제인지 알려줘,2
이번 달 공휴일은 언제냐,2
올해 설날은 며칠인지 알려줘,2
올해 장마기간 알려줘,2
오늘 비가 언제쯤 오니,2
저번 달 폭염주의보가 며칠인지 알려줘,2
다음달 베트남 출국 언제야,2
햇살이 가장 없을 때가 언제니,2
오늘 언제까지 태풍이 부니,2
퇴근시간은 언제쯤인데,2
이번 장마가 언제까지인지 알려줄 수 있니,2
장마가 언제 끝나는지 알려줘,2
이번달 가족여행이 며칠로 예정되어 있니,2
서울에 눈 언제까지 내리는 지 아니,2
다음 달 언제가 가장 바빠,2
언제부터 더워지는지 알려줘,2
장마가 언제부터 시작되는지 알아봐라,2
올해 휴가 언제인지 찾아봐,2
전세 재계약 날짜가 언제지,2
다음주에 눈이 언제 오는지 알려줘,2
열대야 언제 끝나는지 검색해줘,2
백일이 며칠인지좀 알려줄래,2
오늘 가장 선선할 때가 언제인지 아니,2
아테네 올림픽 개막일이 언제인데,2
내가 메일을 언제 마지막으로 보냈더라,2
중간고사가 언제 끝나니,2
다음 주 중에 가장 더운 날이 언제니,2
광진구 비 언제 오는지 확인해줘,2
저번 달 여행 일정 언제였어,2
폭염이 언제 끝나는지 알려줘,2
황사주의보가 언제 해제될 예정이니,2
날씨가 언제 풀리는지 알려줘,2
소나기가 언제쯤 올 지 아니,2
내일 가장 더운 시간이 언제니,2
이번주에 비가 언제 오니,2
언제 쯤 날이 추워지니,2
오늘 눈 언제까지 오는지 알려줘,2
동물 병원 가는 날이 언제야,2
다음주에 이십칠도 넘지 않는 날 언제인지 알려줘,2
눈 오는 날은 언제쯤 볼 수 있는지 알려줘,2
이번에 결혼한다던데 며칠이야 ,2
올해 첫눈은 언제 내릴까,2
언제까지 비가 내리는지 알아봐,2
이번주에 비 언제오는지 알려줘,2
다음달 가족모임이 언제니,2
올해 첫눈이 언제 내리는지 아니,2
이번 주 미세먼지 농도가 좋음인 날은 언제니,2
종강일까지 며칠 남았니,2
고양이 예방접종일이 언제지,2
저번 달 일정 없는 날 언제였어,2
첫 눈이 언제 오는지 아니,2
동생 생일이 언제니,2
다음달 시험이 언제인지 알려줘,2
팔월달에 제주도 언제가니,2
지금 오는 비가 언제 그치는 지 알려줘,2
여름학기 개강 언제인지 확인해줘,2
꽃구경 가는데 가장 좋은 날짜 언제니,2
여름 휴가 기간 알려줘,2
정수기 점검날짜 언제니 ,2
다음달 초등학교 동창회 언제니,2
황사 언제오는지 날짜좀 알려줄래,2
스팀게임 할일 기간이 등록 되어 있니,2
이 비가 언제 그치니,2
다음학기 수강신청이 언제니,2
이번 주 눈오는 날 언제 있니,2
눈 언제까지 내리는지 알려줘,2
중간고사 시작일이 언제니,2
오월에 우박이 크게 온 날이 있는데 언제인지 알려줘,2
내일 해 언제 떠,2
오늘 비가 언제까지 내리니,2
여자친구와 사귄지 며칠이나 됐니,2
다음 주에 태풍 언제 오는지 아니,2
다음 건강검진은 언제니,2
카드 연체대금 납부일이 며칠이야,2
며칠쯤에 기온이 십도 아래로 떨어지겠니,2
이번주 시험 일정이 언제인지 알려줘,2
경록이 결혼일이 언제야,2
사진은 언제 다 되나요,2
이번주 일교차 제일 심한 날 언제니,2
언제 쯤 날씨가 갤까,2
송년회가 언제로 잡혀있니,2
현관문이 언제 열렸는 지 알 수 있니,2
남자친구랑 처음 만난날 언제니,2
언니 생일이 언제니,2
이번주 탁구 동호회 모임이 언제니,2
입추가 언제지,2
대학 졸업식이 언제쯤이지,2
티비 수리 일정 언제니,2
내일 비가 언제까지 올건지 알려줄 수 있니,2
부모님 생신이 언제니,2
오늘 일출 시간 언제니,2
언제부터 따뜻해지는지 알려줘,2
올해 설날이 언제인지 알려줘,2
추위가 언제까지 가는지 알려주겠니,2
우박이 언제까지 올건지 확인해줘,2
오전이랑 오후 중 언제가 편해,2
친구와 영화보기 일정 언제야,2
올해 음력 오월 이십이일은 양력으로 며칠이냐,2
오늘 해가 언제 뜨는지 아니,2
이번 주에 비는 언제오니,2
이번 월드컵 예선전이 언제까지 열리지,2
오늘 약 먹을 시간이 언제니,2
내일 가장 추운시간이 언제인지 알려줘,2
작년 장마 기간이 며칠 정도였어,2
오늘 비가 언제까지 오니,2
이번 주 대부분 흐린 날씨로 예상되는 요일은 언제니,2
내 입대일 언제니,2
내일 두시간 이상 비는 시간대가 언제지,2
올해 대체공휴일이 언제 있어,2
다음 주에 비오는 날이 며칠이니,2
오빠 결혼식은 언제지,2
내 동생 생일이 언제인지 알려줘,2
지난 유럽여행 언제부터 언제까지였는지 알려줘,2
올해 삼일 연속 연휴인 때가 언제지,2
이번주 태풍이 언제 부는지 알려줘,2
이번주 비 오는 날이 언제인지 알려줘,2
불가마 더위가 며칠이나 지속될지 알려줘,2
올해 대체공휴일이 며칠이나 되니,2
저번 주에 비가 내리는 날은 언제였지,2
언제부터 추워질까,2
오늘 눈 언제까지 내리는지 확인해,2
무더위는 언제쯤 끝나니,2
오늘 비 언제까지 내리는지 아니,2
언제 갈까,2
다음학기 개강일이 언제니,2
내일 해가 언제 뜰지 알려줘,2
이번주 피티 언제 받기로 했는지 알려줘,2
우리 누나 출산일이 언제인가,2
풍랑경보는 언제 사라지니,2
핸드폰수리 언제하니,2
서울에 장마가 언제 시작하는지 알려줘,2
시월초에 감사일정 언제부터니,2
일 년에 연차는 며칠이나 쓸 수 있죠,2
우리 할머니 기일이 언제인지 알려줘,2
부산 해운대 해수욕장 개장이 언제일까,2
자격증 시험 날짜가 언제였지,2
올해 첫눈이 언제니,2
이번 주 과제 제출일은 언제인지 알려줘,2
큰 아들이 언제 미국으로 들어가지,2
이번달 방값 언제 냈니,2
방학 기간이 언제부터 언제까지니,2
작년 첫눈 언제였는지 알아봐,2
폭염주의보 언제 끝나는 지 아니,2
이번주 가장 기온이 높은날이 언제니,2
다음달 봉사가 언제인지 알려줘,2
다음주 서울에 미세먼지 지수 최저인 날 언제니,2
전년도에 첫눈이 언제 왔는지 알려줄 수 있니,2
태풍은 언제 서울에 오니,2
언제까지 비가 온대,2
폭염이 언제까지니,2
오늘 하루중 가장 추운 시간 언제니,2
이번달 출장 예정일이 언제니,2
시계 수리일정 언제니,2
오늘 비 언제부터 오는지 알려줘,2
형 오늘 언제 갈껀지 조금 있으면 많이 막힐 것 같음,2
오늘 포항에 비가 언제까지 오는지 검색해줘,2
급한 일이라 빠르면 빠를수록 좋은데 언제 가능해,2
할아버지 제사가 언제인지 알려줘,2
올해 블랙프라이데이가 언제야,2
언니 결혼한다고 소식있던데 언제쯤이야 ,2
태풍 언제 오는 지 알려줘,2
수요일 꽃꽂이 레슨은 언제 시작하지,2
장마는 언제부터 언제까지냐,2
올해 제일 기온이 높았던 날짜가 언제였니,2
장마는 언제 끝나니,2
이번 주에 한강에 비 안오는 날이 언제니,2
오늘 비 언제 그치니,2
오늘 비가 언제 그칠 지 알려줘,2
애완견의 이번달 접종 예정일이 언제니,2
올해 출장 언제인지 아니,2
체크 인 언제 하니,2
내일 출근 시간 언제야,2
이번주 황사가 언제 시작되니,2
이번주 한 시에 일정이 비어있는 요일이 언제인지 알려줘,2
지난달에 미용실에 간 날이 언제,2
교수님 생신이 언제야,2
내년에 유럽 여행 일정 언제인지 알려줄수있니,2
오늘 가장 온도 낮은 시간은 언제니,2
첫 눈 언제 오는 지 알려줘,2
오늘 이십칠도 이하일때가 언제인지 알려줘,2
올해 겨울 마지막으로 눈 온 날이 언제야,2
지영이랑 극장 가기로 한날이 언제지,2
저번 달 회식이 언제였는지 알려줘,2
이번 주 우리 고양이 동물병원 가는 날이 언제니,2
어머니 생신이 언제인지 알려줘,2
이번달 건강검진 받는 날이 언제로 설정되어있니,2
안개는 언제쯤 걷힐 예정이니,2
올해 첫 열대야가 언제인지 알려줘,2
논문 마감일이 언제니,2
이학기 수강신청일이 언제니,2
내일 해뜨는 시각이 언제야,2
이번 주 미세먼지 농도 좋은 날은 언제니,2
수강신청 일정 언제인지 알려줄수있니,2
언니 생일 언제인지 알려줘,2
이번주 가장 추운날이 언제인지 검색해줘,2
태풍이 언제 서울을 지나가는지 아니,2
이번 장마가 언제까지인지 확인해줘,2
비가 언제까지 내리는지 알려줘,2
내일 비행기 출발 시간이 언제지,2
엄마에게 답장이 언제왔니,2
여자친구와 백일이 언제니,2
이번주중에 가장 더운 날이 언제야,2
다음달은 며칠이 쉬는 날이니,2
장마 언제 끝나니,2
언제부터 추워지는지 알려줘,2
나의 입사일이 언제니,2
장마는 언제까지니,2
대학 등록금 납부일이 언제까지야,2
다음주 맑은 날은 언제 언제야,2
경숙 자매 출산예정일이 언제인지 알려줘,2
최근 십년동안 우리동네 기온이 가장 높았을 때가 언제인지 아니,2
이번 주에 언제 눈이 올 지 알려줘,2
오늘 일정 비는 시간이 언제니,2
오늘 해가 지는 시각이 언제니,2
오늘 뉴욕에 해가 언제 뜨니,2
내일 일몰 시간 언제인지 알려줘,2
지선이와 약속시간이 언제지,2
우리 초코 생일이 언제지,2
초복이 언제지,2
올해 설날이 언제인지 알려줘,2
비 언제 그치는지 알려줘,2
언제쯤 원가 회복할까,2
오늘이 며칠이지,2
오늘 안개가 언제부터 개는지 아니,2
오빠 퇴원일이 언제인지 알려줘,2
냉장고가 언제부터 열려있었니,2
다음 주 언제 눈 오는지 확인해줘,2
추석이 며칠이지,2
이번년도에 첫눈 언제 인지 알려줄 수 있니,2
이학기 종강이 언제니,2
서태지 콘서트가 언제 하는데,2
눈이 언제까지 오니,2
이학기 개강 언제인지 확인해줘,2
선거 언제하니,2
다음 공휴일이 언제니,2
다음 헌혈 일정은 몇 월 며칠에 있니,2
장마 언제까지인지 확인해줘,2
분당 율동공원 가기로 한 날짜가 언제니,2
이번주 야근이 언제 있었지,2
작년 장마 언제 끝났니,2
오늘 새벽에 비가 언제 그치니,2
아빠 생일이 언제야,2
다음주 알바 언제인지 알려줘,2
오늘 안개가 언제부터 개는지 알려줘,2
다음주중에 하늘이 가장 파란 날이 언제인지 알려줘,2
화단에 물 언제 줬지,2
이번주 중학교동창회가 언제니,2
로봇청소기 언제 거실청소 했니,2
오늘 소나기가 언제쯤 오는지 알려줘,2
다윗은 밧세바를 통해 낳은 자녀가 병이 들었을 때 며칠을 밥을 먹지 않고 땅에 엎드려 울었나요,2
상반기 원서 접수 일정 언제니,2
수강신청이 언제니,2
지금 내리는 눈이 언제까지 내리는지 알려줘,2
회사에서 마지막으로 온 이메일이 언제니,2
오늘 비 언제 그치는 지 말해봐,2
비 언제 그치는지 알려줘,2
